
year,state,locationdesc,measure,value,ci_lower,ci_upper,sample_size
2019,KS,Kansas,obesity,35.2,34.0,36.4,3619
2019,KY,Kentucky,obesity,36.4,34.7,38.2,2813
2019,LA,Louisiana,obesity,35.9,34.1,37.7,1590
2019,MA,Massachusetts,obesity,25.2,23.8,26.5,1718
2019,MD,Maryland,obesity,32.2,31.1,33.4,5207
2019,ME,Maine,obesity,31.7,30.2,33.1,3235
2019,MI,Michigan,obesity,36.0,34.7,37.2,3481
2019,MN,Minnesota,obesity,30.1,29.2,31.0,4387
2019,MO,Missouri,obesity,34.8,33.2,36.4,2336
2019,MS,Mississippi,obesity,40.8,39.0,42.7,1965
2019,MT,Montana,obesity,28.3,27.0,29.7,1807
2019,NC,North Carolina,obesity,34.0,32.2,35.7,1312
2019,ND,North Dakota,obesity,34.8,33.0,36.7,1830
2019,NE,Nebraska,obesity,34.1,33.0,35.2,5293
2019,NH,New Hampshire,obesity,31.8,29.9,33.6,1567
2019,NM,New Mexico,obesity,31.7,30.0,33.5,1686
2019,NV,Nevada,obesity,30.6,28.1,33.0,781
2019,NY,New York,obesity,27.1,26.0,28.2,3680
2019,OH,Ohio,obesity,34.8,33.5,36.1,4534
2019,OK,Oklahoma,obesity,36.8,35.2,38.4,2091
2019,OR,Oregon,obesity,29.0,27.5,30.4,1637
2019,PA,Pennsylvania,obesity,33.2,31.7,34.7,2001
2019,PR,Puerto Rico,obesity,32.5,30.9,34.0,1918
2019,RI,Rhode Island,obesity,30.0,28.2,31.8,1598
2019,SC,South Carolina,obesity,35.4,33.8,36.9,2269
2019,SD,South Dakota,obesity,33.0,30.5,35.4,2060
2019,TN,Tennessee,obesity,36.5,34.7,38.3,2096
2019,TX,Texas,obesity,34.0,32.2,35.7,3825
2019,US,"All States, DC and Territories (median) **",obesity,32.4,,,52
2019,UT,Utah,obesity,29.2,28.2,30.3,3313
2019,UW,All States and DC (median) **,obesity,32.1,,,50
2019,VA,Virginia,obesity,31.9,30.6,33.2,2923
2019,VT,Vermont,obesity,26.6,24.9,28.3,1583
2019,WA,Washington,obesity,28.3,27.3,29.4,3414
2019,WI,Wisconsin,obesity,34.2,32.3,36.1,1575
2019,WV,West Virginia,obesity,39.7,37.9,41.5,2002
2019,WY,Wyoming,obesity,29.7,27.7,31.6,1212
2020,AK,Alaska,obesity,31.9,29.4,34.4,1073
2020,AL,Alabama,obesity,39.0,37.2,40.8,1918
2020,AR,Arkansas,obesity,36.4,34.5,38.4,1648
2020,AZ,Arizona,obesity,30.9,29.5,32.3,2735
2020,CA,California,obesity,30.2,28.3,32.2,1203
2020,CO,Colorado,obesity,24.2,23.1,25.2,2222
2020,CT,Connecticut,obesity,29.2,27.6,30.7,2344
2020,DC,District of Columbia,obesity,24.3,22.2,26.3,734
2020,DE,Delaware,obesity,36.5,34.3,38.8,1263
2020,FL,Florida,obesity,28.4,26.6,30.2,3266
2020,GA,Georgia,obesity,34.2,32.5,36.0,2822
2020,GU,Guam,obesity,34.4,30.7,38.1,630
2020,HI,Hawaii,obesity,24.5,23.2,25.9,1744
2020,IA,Iowa,obesity,36.5,35.3,37.7,3152
2020,ID,Idaho,obesity,31.1,29.4,32.9,1723
2020,IL,Illinois,obesity,32.4,30.2,34.6,1025
2020,IN,Indiana,obesity,36.8,35.4,38.1,2772
2020,KS,Kansas,obesity,35.3,34.0,36.5,3321
2020,KY,Kentucky,obesity,36.6,34.6,38.5,1361
2020,LA,Louisiana,obesity,38.1,36.2,40.1,1568
2020,MA,Massachusetts,obesity,24.4,23.0,25.9,1482
2020,MD,Maryland,obesity,31.0,29.8,32.2,4006
2020,ME,Maine,obesity,31.0,29.5,32.5,2921
2020,MI,Michigan,obesity,35.2,33.7,36.7,2345
2020,MN,Minnesota,obesity,30.7,29.8,31.7,4569
2020,MO,Missouri,obesity,34.0,32.7,35.4,2965
2020,MS,Mississippi,obesity,39.7,38.0,41.3,2410
2020,MT,Montana,obesity,28.5,27.1,30.0,1709
2020,NC,North Carolina,obesity,33.6,31.9,35.2,1731
2020,ND,North Dakota,obesity,33.1,31.1,35.1,1360
2020,NE,Nebraska,obesity,34.0,32.8,35.2,4755
2020,NH,New Hampshire,obesity,29.9,28.2,31.6,1648
2020,NJ,New Jersey,obesity,27.7,26.4,28.9,2546
2020,NM,New Mexico,obesity,30.9,29.0,32.8,1879
2020,NV,Nevada,obesity,28.7,26.1,31.3,667
2020,NY,New York,obesity,26.3,25.3,27.4,3422
2020,OH,Ohio,obesity,35.5,34.3,36.6,4879
2020,OK,Oklahoma,obesity,36.4,34.7,38.2,1658
2020,OR,Oregon,obesity,28.0,26.6,29.5,1377
2020,PA,Pennsylvania,obesity,31.5,29.8,33.2,1596
2020,PR,Puerto Rico,obesity,31.4,29.5,33.3,1614
2020,RI,Rhode Island,obesity,30.1,28.2,32.1,1365
2020,SC,South Carolina,obesity,36.2,34.2,38.2,1315
2020,SD,South Dakota,obesity,33.2,30.6,35.8,2100
2020,TN,Tennessee,obesity,35.6,33.6,37.6,1489
2020,TX,Texas,obesity,35.8,33.8,37.6,3527
2020,US,"All States, DC and Territories (median) **",obesity,31.9,,,53
2020,UT,Utah,obesity,28.6,27.4,29.7,2880
2020,UW,All States and DC (median) **,obesity,31.9,,,51
2020,VA,Virginia,obesity,32.2,30.8,33.6,2847
2020,VT,Vermont,obesity,26.2,24.6,27.9,1598
2020,WA,Washington,obesity,28.0,27.0,29.1,3340
2020,WI,Wisconsin,obesity,32.3,30.4,34.1,1570
2020,WV,West Virginia,obesity,39.1,37.5,40.7,2129
2020,WY,Wyoming,obesity,30.7,28.7,32.6,1318
2021,AK,Alaska,obesity,33.5,31.5,35.5,1679
2021,AL,Alabama,obesity,39.9,37.9,41.8,1652
2021,AR,Arkansas,obesity,38.6,36.6,40.8,1700
2021,AZ,Arizona,obesity,31.3,30.0,32.6,3008
2021,CA,California,obesity,27.6,26.1,29.0,1714
2021,CO,Colorado,obesity,25.1,24.0,26.2,2345
2021,CT,Connecticut,obesity,30.4,28.8,31.9,2107
2021,DC,District of Columbia,obesity,24.7,22.5,26.8,665
2021,DE,Delaware,obesity,33.9,31.7,36.0,1164
2021,GA,Georgia,obesity,33.9,32.2,35.6,2443
2021,GU,Guam,obesity,33.5,29.0,37.9,483
2021,HI,Hawaii,obesity,25.0,23.6,26.4,1778
2021,IA,Iowa,obesity,36.4,35.1,37.7,3146
2021,ID,Idaho,obesity,31.6,30.1,33.0,1995
2021,IL,Illinois,obesity,34.2,31.8,36.5,911
2021,IN,Indiana,obesity,36.3,35.1,37.5,3181
2021,KS,Kansas,obesity,36.0,35.1,37.0,5834
2021,KY,Kentucky,obesity,40.3,38.4,42.2,1960
2021,LA,Louisiana,obesity,38.6,36.7,40.6,1703
2021,MA,Massachusetts,obesity,27.4,25.9,28.8,1820
2021,MD,Maryland,obesity,34.3,33.1,35.5,4669
2021,ME,Maine,obesity,31.9,30.6,33.2,3402
2021,MI,Michigan,obesity,34.4,33.0,35.7,2848
2021,MN,Minnesota,obesity,32.4,31.4,33.3,4708
2021,MO,Missouri,obesity,37.2,35.9,38.6,4214
2021,MS,Mississippi,obesity,39.1,37.1,41.1,1637
2021,MT,Montana,obesity,31.8,30.2,33.3,1849
2021,NC,North Carolina,obesity,36.0,34.2,37.8,1589
2021,ND,North Dakota,obesity,35.2,33.5,36.9,1950
2021,NE,Nebraska,obesity,35.9,34.8,37.1,5050
2021,NH,New Hampshire,obesity,30.6,28.9,32.3,1690
2021,NJ,New Jersey,obesity,28.2,26.8,29.6,1916
2021,NM,New Mexico,obesity,34.6,32.9,36.2,1972
2021,NV,Nevada,obesity,31.3,28.6,34.0,747
2021,NY,New York,obesity,29.1,28.2,30.0,10857
2021,OH,Ohio,obesity,37.8,36.6,39.0,5077
2021,OK,Oklahoma,obesity,39.4,37.6,41.2,1917
2021,OR,Oregon,obesity,30.4,28.9,31.9,1507
2021,PA,Pennsylvania,obesity,33.3,31.7,34.9,1916
2021,PR,Puerto Rico,obesity,36.0,33.8,38.1,1397
2021,RI,Rhode Island,obesity,30.1,28.4,31.8,1449
2021,SC,South Carolina,obesity,36.1,34.6,37.5,3088
2021,SD,South Dakota,obesity,38.4,35.5,41.3,2449
2021,TN,Tennessee,obesity,35.0,33.1,36.8,1540
2021,TX,Texas,obesity,36.1,34.4,37.8,3408
2021,US,"All States, DC and Territories (median) **",obesity,33.9,,,53
2021,UT,Utah,obesity,30.9,29.8,32.1,2978
2021,UW,All States and DC (median) **,obesity,33.9,,,50
2021,VA,Virginia,obesity,34.2,32.8,35.6,2995
2021,VI,Virgin Islands,obesity,35.6,28.3,42.9,407
2021,VT,Vermont,obesity,29.0,27.3,30.7,1717
2021,WA,Washington,obesity,28.8,27.7,29.8,3444
2021,WI,Wisconsin,obesity,33.9,32.0,35.7,1917
2021,WV,West Virginia,obesity,40.6,39.1,42.1,2522
2021,WY,Wyoming,obesity,32.0,29.9,34.1,1191
2022,AK,Alaska,obesity,32.1,30.4,33.9,1694
2022,AL,Alabama,obesity,38.3,36.2,40.3,1663
2022,AR,Arkansas,obesity,37.4,35.5,39.2,1714
2022,AZ,Arizona,obesity,33.2,31.6,34.8,2915
2022,CA,California,obesity,28.1,26.8,29.4,2604
2022,CO,Colorado,obesity,25.0,23.9,26.2,2143
2022,CT,Connecticut,obesity,30.6,29.1,32.1,2474
2022,DC,District of Columbia,obesity,24.3,22.1,26.4,694
2022,DE,Delaware,obesity,37.9,35.6,40.1,1318
2022,FL,Florida,obesity,31.6,29.8,33.4,3854
2022,GA,Georgia,obesity,37.0,35.4,38.6,2893
2022,GU,Guam,obesity,32.6,28.7,36.6,660
2022,HI,Hawaii,obesity,25.9,24.4,27.4,1771
2022,IA,Iowa,obesity,37.4,36.0,38.8,3085
2022,ID,Idaho,obesity,33.2,31.7,34.7,1875
2022,IL,Illinois,obesity,33.4,31.4,35.3,1283
2022,IN,Indiana,obesity,37.7,36.4,38.9,3357
2022,KS,Kansas,obesity,35.7,34.4,37.0,3716
2022,KY,Kentucky,obesity,37.7,35.5,39.9,1448
2022,LA,Louisiana,obesity,40.1,38.3,41.9,1979
2022,MA,Massachusetts,obesity,27.2,26.0,28.4,2701
2022,MD,Maryland,obesity,33.2,31.9,34.4,4807
2022,ME,Maine,obesity,33.1,31.8,34.4,3176
2022,MI,Michigan,obesity,34.5,33.2,35.8,2976
2022,MN,Minnesota,obesity,33.6,32.6,34.6,5092
2022,MO,Missouri,obesity,36.4,34.9,38.0,2536
2022,MS,Mississippi,obesity,39.4,37.5,41.4,1623
2022,MT,Montana,obesity,30.5,29.1,31.9,2050
2022,NC,North Carolina,obesity,34.1,32.1,36.1,1352
2022,ND,North Dakota,obesity,35.4,33.6,37.2,1356
2022,NE,Nebraska,obesity,35.3,33.7,36.9,2568
2022,NH,New Hampshire,obesity,30.2,28.5,32.0,1730
2022,NJ,New Jersey,obesity,29.1,27.6,30.6,1953
2022,NM,New Mexico,obesity,32.4,30.4,34.4,1372
2022,NV,Nevada,obesity,33.5,31.0,36.1,899
2022,NY,New York,obesity,30.1,29.0,31.2,4571
2022,OH,Ohio,obesity,38.1,36.9,39.3,5873
2022,OK,Oklahoma,obesity,40.0,38.4,41.6,2097
2022,OR,Oregon,obesity,30.9,29.4,32.4,1672
2022,PA,Pennsylvania,obesity,33.4,31.2,35.5,1408
2022,PR,Puerto Rico,obesity,34.1,32.3,35.9,1856
2022,RI,Rhode Island,obesity,30.8,29.0,32.6,1529
2022,SC,South Carolina,obesity,35.0,33.6,36.4,3023
2022,SD,South Dakota,obesity,36.8,33.4,40.1,2527
2022,TN,Tennessee,obesity,38.9,37.0,40.8,1775
2022,TX,Texas,obesity,35.5,34.0,37.0,4413
2022,US,"All States, DC and Territories (median) **",obesity,33.6,,,54
2022,UT,Utah,obesity,31.1,29.8,32.4,2721
2022,UW,All States and DC (median) **,obesity,33.6,,,51
2022,VA,Virginia,obesity,35.2,33.8,36.6,3266
2022,VI,Virgin Islands,obesity,32.1,24.9,39.2,467
2022,VT,Vermont,obesity,26.8,25.4,28.2,2034
2022,WA,Washington,obesity,31.7,30.9,32.5,7113
2022,WI,Wisconsin,obesity,37.6,36.3,39.0,3782
2022,WV,West Virginia,obesity,41.0,39.3,42.8,1871
2022,WY,Wyoming,obesity,34.2,32.3,36.2,1248
2023,AK,Alaska,obesity,35.2,33.3,37.0,1757
2023,AL,Alabama,obesity,39.2,37.2,41.2,1596
2023,AR,Arkansas,obesity,40.0,38.2,41.8,1877
2023,AZ,Arizona,obesity,31.9,30.5,33.2,3292
2023,CA,California,obesity,27.7,26.4,28.9,2840
2023,CO,Colorado,obesity,24.8,23.7,26.0,1995
2023,CT,Connecticut,obesity,29.4,27.8,30.9,2478
2023,DC,District of Columbia,obesity,23.5,21.3,25.7,696
2023,DE,Delaware,obesity,35.7,33.5,38.0,1364
2023,FL,Florida,obesity,30.1,28.4,31.7,3809
2023,GA,Georgia,obesity,35.0,33.4,36.6,2502
2023,GU,Guam,obesity,35.4,31.3,39.5,480
2023,HI,Hawaii,obesity,26.1,24.6,27.6,1883
2023,IA,Iowa,obesity,37.8,36.4,39.2,3120
2023,ID,Idaho,obesity,31.0,29.4,32.5,1988
2023,IL,Illinois,obesity,36.0,34.1,37.9,1612
2023,IN,Indiana,obesity,37.8,36.6,39.1,3710
2023,KS,Kansas,obesity,35.9,34.6,37.2,3319
2023,LA,Louisiana,obesity,39.9,38.1,41.7,1922
2023,MA,Massachusetts,obesity,27.4,26.0,28.8,2281
2023,MD,Maryland,obesity,34.1,32.8,35.3,5236
2023,ME,Maine,obesity,32.6,31.4,33.9,3600
2023,MI,Michigan,obesity,35.4,34.0,36.8,3156
2023,MN,Minnesota,obesity,33.2,32.1,34.4,4780
2023,MO,Missouri,obesity,35.3,33.7,36.9,2394
2023,MS,Mississippi,obesity,40.1,37.9,42.2,1528
2023,MT,Montana,obesity,30.5,29.0,31.9,2076
2023,NC,North Carolina,obesity,34.0,31.9,36.1,1326
2023,ND,North Dakota,obesity,35.6,33.9,37.2,1845
2023,NE,Nebraska,obesity,36.6,35.4,37.8,4542
2023,NH,New Hampshire,obesity,32.8,31.0,34.6,1870
2023,NJ,New Jersey,obesity,28.9,27.5,30.3,2322
2023,NM,New Mexico,obesity,35.3,32.7,38.0,992
2023,NV,Nevada,obesity,30.8,27.8,33.7,733
2023,NY,New York,obesity,28.0,27.0,29.1,4520
2023,OH,Ohio,obesity,36.4,35.2,37.7,4535
2023,OK,Oklahoma,obesity,38.7,37.2,40.2,2389
2023,OR,Oregon,obesity,33.6,32.0,35.3,1893
2023,PR,Puerto Rico,obesity,36.0,33.9,38.0,1617
2023,RI,Rhode Island,obesity,31.6,29.7,33.4,1592
2023,SC,South Carolina,obesity,36.0,34.5,37.4,3077
2023,SD,South Dakota,obesity,36.0,32.9,39.2,1943
2023,TN,Tennessee,obesity,37.6,35.8,39.4,1940
2023,TX,Texas,obesity,34.4,32.7,36.2,3128
2023,US,"All States, DC and Territories (median) **",obesity,34.4,,,52
2023,UT,Utah,obesity,30.2,28.9,31.4,3035
2023,UW,All States and DC (median) **,obesity,34.3,,,49
2023,VA,Virginia,obesity,34.3,32.6,36.0,2197
2023,VI,Virgin Islands,obesity,32.1,28.5,35.7,622
2023,VT,Vermont,obesity,28.8,27.2,30.4,1970
2023,WA,Washington,obesity,30.6,29.8,31.4,7333
2023,WI,Wisconsin,obesity,35.9,34.7,37.2,4234
2023,WV,West Virginia,obesity,41.2,39.3,43.0,1641
2023,WY,Wyoming,obesity,33.3,31.4,35.2,1319
